n,pmid,id,source,doi_publication,title,authorString,journalTitle,pubYear,journalIssn,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,journalVolume,pageInfo,pmcid,pmcid_,pmcid_pmc,pmcid_uid,doi.y,filename,is_relevant_data,is_relevant_code,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,is_success,true_open_data,doi_open_data,study_type,dataset_type,Notes,FAIR_level,FAIRness,Findability,Accesibility,Interoperability,Reusability,Findability_level,Accesibility_level,Interoperability_level,Reusability_level,FsF_F1_01D,FsF_F1_02D,FsF_F2_01M,FsF_F3_01M,FsF_F4_01M,FsF_A1_01M,FsF_A1_03D,FsF_A1_02M,FsF_I1_01M,FsF_I1_02M,FsF_I3_01M,FsF_R1_01MD,FsF_R1.1_01M,FsF_R1.2_01M,FsF_R1.3_01M,FsF_R1.3_02D
4586,32844971,32844971,MED,10.1590/2177-6709.25.3.30.e1-12.onl,Comprehensive approach to simultaneous molar intrusion and canine retraction in the treatment of Class II anterior open bite using miniscrew anchorage.,"Shirasaki K, Ishihara Y, Komori H, Yamashiro T, Kamioka H.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article; case reports,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,e1,PMC7437154,7437154,,7437154,10.1590/2177-6709.25.3.30.e1-12.onl,PMC 7437154.xml,TRUE,FALSE,10.1590/2177-6709.25.3.30.e1-12.onl,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,32844972,32844972,MED,10.1590/2177-6709.25.3.039-045.oar,Effect of rapid maxillary expansion on nasal cavity assessed with cone-beam computed tomography.,"Caldas LD, Takeshita WM, Machado AW, Bittencourt MAV.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,39-45,PMC7437151,7437151,,7437151,10.1590/2177-6709.25.3.039-045.oar,PMC 7437151.xml,TRUE,TRUE,10.1590/2177-6709.25.3.039-045.oar,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,32844973,32844973,MED,10.1590/2177-6709.25.3.020-029.oin,Orthodontics and Endodontics: clinical decision-making.,"Consolaro A, Miranda DAO, Consolaro RB.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,20-29,PMC7437146,7437146,,7437146,10.1590/2177-6709.25.3.020-029.oin,PMC 7437146.xml,TRUE,FALSE,10.1590/2177-6709.25.3.020-029.oin,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,32844974,32844974,MED,10.1590/2177-6709.25.3.054-064.oar,Orthodontic treatment of unilateral cleft lip and palate associated with maxillary canine/premolar transposition: case report.,"Souza RM, Oliveira HT, Farret MM.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article; case reports,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,54-64,PMC7437149,7437149,,7437149,10.1590/2177-6709.25.3.054-064.oar,PMC 7437149.xml,TRUE,FALSE,10.1590/2177-6709.25.3.054-064.oar,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,32844975,32844975,MED,10.1590/2177-6709.25.3.046-053.oar,Effect of three different attachment designs in the extrusive forces generated by thermoplastic aligners in the maxillary central incisor.,"Costa R, Calheiros FC, Ballester RY, Gonçalves F.",Dental Press J Orthod,2020,2176-9451; 2177-6709; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2020-08-27,2020-05-01,3,25,46-53,PMC7437153,7437153,,7437153,10.1590/2177-6709.25.3.046-053.oar,PMC 7437153.xml,TRUE,TRUE,10.1590/2177-6709.25.3.046-053.oar,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,32845470,32845470,MED,10.1007/s00784-020-03545-5,"Influence of TEGDMA monomer on MMP-2, MMP-8, and MMP-9 production and collagenase activity in pulp cells.","Lovász BV, Lempel E, Szalma J, Sétáló G, Vecsernyés M, Berta G.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-27,2020-08-26,4,25,2269-2279,PMC7966645,7966645,,7966645,10.1007/s00784-020-03545-5,PMC 7966645.xml,TRUE,TRUE,10.1007/s00784-020-03545-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,32846005,32846005,MED,10.1002/jper.20-0222,Accuracy of cone-beam computed tomography is limited at implant sites with a thin buccal bone: A laboratory study.,"Domic D, Bertl K, Ahmad S, Schropp L, Hellén-Halme K, Stavropoulos A.",J Periodontol,2021,0022-3492; 1943-3670; ,research-article; journal article,Y,Y,N,Y,N,Y,2,Y,Y,N,Y,N,2020-08-27,2020-09-16,4,92,592-601,PMC8247288,8247288,,8247288,10.1002/JPER.20-0222,PMC 8247288.xml,TRUE,TRUE,10.1002/JPER.20-0222,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,32847557,32847557,MED,10.1186/s12903-020-01221-4,Current concepts and an alternative perspective on periodontal disease.,"Dahlen G, Fejerskov O, Manji F.",BMC Oral Health,2020,1472-6831,"research support, non-u.s. gov't; review-article; review; journal article",Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2020-08-28,2020-08-26,1,20,235,PMC7448340,7448340,,7448340,10.1186/s12903-020-01221-4,PMC 7448340.xml,TRUE,FALSE,10.1186/s12903-020-01221-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,32847568,32847568,MED,10.1186/s12903-020-01224-1,Impact of fashion braces on oral health related quality of life: a web-based cross-sectional study.,"Hakami Z, Chung HS, Moafa S, Nasser H, Sowadi H, Saheb S, Bokhari AM, Anderson NK.",BMC Oral Health,2020,1472-6831,research-article; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2020-08-28,2020-08-26,1,20,236,PMC7448975,7448975,,7448975,10.1186/s12903-020-01224-1,PMC 7448975.xml,TRUE,FALSE,10.1186/s12903-020-01224-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,32851982,32851982,MED,10.4317/medoral.24135,Prevalence of endodontic infection in patients with Crohn´s disease and ulcerative colitis.,"Poyato-Borrego M, Segura-Egea JJ, Martín-González J, Jiménez-Sánchez MC, Cabanillas-Balsera D, Areal-Quecuty V, Segura-Sampedro JJ.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-29,2021-03-01,2,26,e208-e215,PMC7980298,7980298,,7980298,10.4317/medoral.24135,PMC 7980298.xml,TRUE,TRUE,10.4317/medoral.24135,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,32851983,32851983,MED,10.4317/medoral.23926,Does anti-inflammatory drugs modify the severe odontogenic infection prognosis? A 10-year's experience.,"Delbet-Dupas C, Devoize L, Mulliez A, Barthélémy I, Pham Dang N.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article; observational study,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2020-08-29,2021-01-01,1,26,e28-e35,PMC7806345,7806345,,7806345,10.4317/medoral.23926,PMC 7806345.xml,TRUE,FALSE,10.4317/medoral.23926,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,32851984,32851984,MED,10.4317/medoral.23689,Analysis of bacterial communities of infected primary teeth in a Mexican population.,"Salas-López EK, Casas-Flores S, López-Lozano NE, Layseca-Espinosa E, García-Sepúlveda CA, Niño-Moreno PD, Pozos-Guillén A.",Med Oral Patol Oral Cir Bucal,2020,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2020-08-29,2020-09-01,5,25,e668-e674,PMC7473434,7473434,,7473434,10.4317/medoral.23689,PMC 7473434.xml,TRUE,TRUE,10.4317/medoral.23689,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,32851985,32851985,MED,10.4317/medoral.24089,Improving accuracy of the intermediate splint in substantial intermaxillary sagittal discrepancies using an extra anterior anchorage point: technical note.,"Hernández-Alfaro F, Rosemberg V, Masià-Gridilla J, Valls-Ontañón A.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-29,2021-03-01,2,26,e151-e155,PMC7980301,7980301,,7980301,10.4317/medoral.24089,PMC 7980301.xml,TRUE,TRUE,10.4317/medoral.24089,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,32851986,32851986,MED,10.4317/medoral.24096,Study on the association between sleep disorders versus oral health related variables.,"Pereira D, Progiante P, Pattussi M, Grossi P, Grossi M.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2020-08-29,2021-03-01,2,26,e164-e171,PMC7980294,7980294,,7980294,10.4317/medoral.24096,PMC 7980294.xml,TRUE,TRUE,10.4317/medoral.24096,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,32851987,32851987,MED,10.4317/medoral.23708,Immediate post-extraction implants placed in acute periapical infected sites with immediate prosthetic provisionalization: a 1-year prospective cohort study.,"Muñoz-Cámara D, Gilbel-Del Águila O, Pardo-Zamora G, Camacho-Alonso F.",Med Oral Patol Oral Cir Bucal,2020,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,N,Y,N,Y,N,2020-08-29,2020-11-01,6,25,e720-e727,PMC7648927,7648927,,7648927,10.4317/medoral.23708,PMC 7648927.xml,TRUE,TRUE,10.4317/medoral.23708,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,32851988,32851988,MED,10.4317/medoral.24023,Intraoral soft tissue lipomas: clinicopathological features from 91 cases diagnosed in a single Oral Pathology service.,"Pires FR, Souza L, Arruda R, Cantisano MH, Picciani BL, Dos Santos TC.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2020-08-29,2021-01-01,1,26,e90-e96,PMC7806349,7806349,,7806349,10.4317/medoral.24023,PMC 7806349.xml,TRUE,FALSE,10.4317/medoral.24023,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,32851989,32851989,MED,10.4317/medoral.23913,Challenging management of gingival squamous cell carcinoma: a 10 years single-center retrospective study on Northern-Italian patients.,"Arduino PG, Carbone M, Gambino A, Cabras M, Cannarsa F, Macciotta A, Conrotto D, Broccoletti R.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-29,2021-01-01,1,26,e21-e27,PMC7806350,7806350,,7806350,10.4317/medoral.23913,PMC 7806350.xml,TRUE,TRUE,10.4317/medoral.23913,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,32851990,32851990,MED,10.4317/medoral.23933,Tumors of the labial mucosa: a retrospective study of 1045 biopsies.,"Kalogirou EM, Balta MG, Koufatzidou M, Tosiou A, Tosios KI, Nikitakis NG.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-29,2021-01-01,1,26,e36-e42,PMC7806354,7806354,,7806354,10.4317/medoral.23933,PMC 7806354.xml,TRUE,TRUE,10.4317/medoral.23933,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,32851991,32851991,MED,10.4317/medoral.23812,Clinical presentation of burning mouth syndrome in patients with oral lichenoid disease.,"Alberdi-Navarro J, Aguirre-Urizar JM, Ginestal-Gómez E.",Med Oral Patol Oral Cir Bucal,2020,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,0,N,Y,N,N,N,2020-08-29,2020-11-01,6,25,e805-e809,PMC7648912,7648912,,7648912,10.4317/medoral.23812,PMC 7648912.xml,TRUE,FALSE,10.4317/medoral.23812,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,32852596,32852596,MED,10.1007/s00784-020-03532-w,"Oral health-related impact profile of patients treated with fixed, removable, and telescopic dental prostheses in student courses-a prospective bicenter clinical trial.","Liebermann A, Erdelt K, Lente I, Edelhoff D, Schmitter M, Winter A.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-29,2020-08-27,4,25,2191-2201,PMC7966221,7966221,,7966221,10.1007/s00784-020-03532-w,PMC 7966221.xml,TRUE,TRUE,10.1007/s00784-020-03532-w,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,32852882,32852882,MED,10.1111/odi.13620,The impact of the COVID-19 pandemic on oral biopsies in the Brazilian National Health System.,"da Cunha AR, Antunes JLF, Martins MD, Petti S, Hugo FN.",Oral Dis,2020,1354-523x; 1601-0825; ,brief-report; journal article,Y,Y,N,Y,N,N,4,N,Y,N,Y,N,2020-08-29,2020-08-27,NA,NA,NA,PMC7461360,7461360,,7461360,10.1111/odi.13620,PMC 7461360.xml,TRUE,FALSE,10.1111/odi.13620,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,32853444,32853444,MED,10.1111/odi.13616,The role of TLR4/MyD88/NF-<U+03BA>B pathway in periodontitis-induced liver inflammation of rats.,"Yue Y, Liu X, Li Y, Xia B, Yu W.",Oral Dis,2021,1354-523x; 1601-0825; ,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-29,2020-09-18,4,27,1012-1021,PMC8247295,8247295,,8247295,10.1111/odi.13616,PMC 8247295.xml,TRUE,TRUE,10.1111/odi.13616,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,32854693,32854693,MED,10.1186/s12903-020-01226-z,A randomized trial on the effects of root resorption after orthodontic treatment using pulsating force.,"Wang J, Lamani E, Christou T, Li P, Kau CH.",BMC Oral Health,2020,1472-6831,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,Y,2020-08-29,2020-08-27,1,20,238,PMC7457283,7457283,,7457283,10.1186/s12903-020-01226-z,PMC 7457283.xml,TRUE,TRUE,10.1186/s12903-020-01226-z,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,32854696,32854696,MED,10.1186/s12903-020-01223-2,Does the rate of orthodontic tooth movement change during pregnancy and lactation? A systematic review of the evidence from animal studies.,"Omar M, Kaklamanos EG.",BMC Oral Health,2020,1472-6831,research-article; systematic review; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2020-08-29,2020-08-27,1,20,237,PMC7450973,7450973,,7450973,10.1186/s12903-020-01223-2,PMC 7450973.xml,TRUE,TRUE,10.1186/s12903-020-01223-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,32854868,32854868,MED,10.1016/j.adaj.2020.06.002,Topographic aspects of airborne contamination caused by the use of dental handpieces in the operative environment.,"Ionescu AC, Cagetti MG, Ferracane JL, Garcia-Godoy F, Brambilla E.",J Am Dent Assoc,2020,0002-8177; 1943-4723; ,research-article; journal article,Y,Y,N,Y,N,N,9,Y,Y,N,Y,N,2020-08-29,2020-07-01,9,151,660-667,PMC7328555,7328555,,7328555,10.1016/j.adaj.2020.06.002,PMC 7328555.xml,TRUE,TRUE,10.1016/j.adaj.2020.06.002,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,32854871,32854871,MED,10.1016/j.adaj.2020.06.039,Anosmia: A review in the context of coronavirus disease 2019 and orofacial pain.,"Thomas DC, Baddireddy SM, Kohli D.",J Am Dent Assoc,2020,0002-8177; 1943-4723; ,research-article; review; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-29,2020-07-01,9,151,696-702,PMC7328601,7328601,,7328601,10.1016/j.adaj.2020.06.039,PMC 7328601.xml,TRUE,FALSE,10.1016/j.adaj.2020.06.039,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,32855519,32855519,MED,10.1038/s41415-020-1982-z,Service evaluation of the paediatric dental general anaesthesia service in NHS Lothian.,"Lau KT, John J, Eaton KA, Keightley AJ.",Br Dent J,2020,0007-0610; 1476-5373; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-29,2020-08-27,NA,NA,NA,PMC7451226,7451226,,7451226,10.1038/s41415-020-1982-z,PMC 7451226.xml,TRUE,TRUE,10.1038/s41415-020-1982-z,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,32855520,32855520,MED,10.1038/s41415-020-1987-7,Exploring dentists' professional behaviours reported in United Kingdom newspaper media.,"Ellis M, Johnson I.",Br Dent J,2020,0007-0610; 1476-5373; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2020-08-29,2020-08-27,NA,NA,NA,PMC7451227,7451227,,7451227,10.1038/s41415-020-1987-7,PMC 7451227.xml,TRUE,TRUE,10.1038/s41415-020-1987-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,32856183,32856183,MED,10.1186/s40510-020-00331-7,3D evaluation of the morphological and volumetric changes of the tongue and oral cavity before and after orthognathic surgery for mandibular prognathism: a preliminary study.,"Teramoto A, Suzuki S, Higashihori N, Ohbayashi N, Kurabayashi T, Moriyama K.",Prog Orthod,2020,1723-7785; 2196-1042; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-29,2020-08-28,1,21,30,PMC7452983,7452983,,7452983,10.1186/s40510-020-00331-7,PMC 7452983.xml,TRUE,TRUE,10.1186/s40510-020-00331-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,32856618,32856618,MED,10.4317/medoral.24168,Oral pigmented lesions: a retrospective analysis from Brazil.,"Albuquerque DM, Cunha JL, Roza AL, Arboleda LP, Santos-Silva AR, Lopes MA, Vargas PA, Jorge J, de Almeida OP, Abrahão AC, Agostini M, Romañach MJ.",Med Oral Patol Oral Cir Bucal,2021,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-29,2021-05-01,3,26,e284-e291,PMC8141314,8141314,,8141314,10.4317/medoral.24168,PMC 8141314.xml,TRUE,FALSE,10.4317/medoral.24168,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4616,32856725,32856725,MED,10.1002/jdd.12405,Virtually competent: remote delivery of clinical competency examinations.,"Lee AL, Fung B, Henson BS, Chan HK.",J Dent Educ,2020,0022-0337; 1930-7837; ,research-article; journal article,Y,Y,N,Y,N,N,0,N,N,N,N,N,2020-08-29,2020-08-28,NA,NA,NA,PMC7460926,7460926,,7460926,10.1002/jdd.12405,PMC 7460926.xml,TRUE,FALSE,10.1002/jdd.12405,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,32857210,32857210,MED,10.1007/s00784-020-03536-6,Selective vs stepwise removal of deep carious lesions in primary molars: 24 months follow-up from a randomized controlled trial.,"Elhennawy K, Finke C, Paris S, Reda S, Jost-Brinkmann PG, Schwendicke F.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,Y,2020-08-29,2020-08-28,2,25,645-652,PMC7819903,7819903,,7819903,10.1007/s00784-020-03536-6,PMC 7819903.xml,TRUE,FALSE,10.1007/s00784-020-03536-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,32857211,32857211,MED,10.1007/s00784-020-03529-5,Long-term costs of post-restorations: 7-year practice-based results from Germany.,"Schwendicke F, Kramer EJ, Krois J, Meyer-Lueckel H, Wierichs RJ.",Clin Oral Investig,2021,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,Y,0,Y,Y,N,N,N,2020-08-29,2020-08-28,4,25,2175-2181,PMC7966625,7966625,,7966625,10.1007/s00784-020-03529-5,PMC 7966625.xml,TRUE,FALSE,10.1007/s00784-020-03529-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619,32857641,32857641,MED,10.1177/0022034520954126,Modeling the Impact of COVID-19 on Dental Insurance Coverage and Utilization.,"Choi SE, Simon L, Riedy CA, Barrow JR.",J Dent Res,2021,0022-0345; 1544-0591; ,research-article; journal article,Y,Y,N,Y,N,Y,7,Y,Y,N,Y,N,2020-08-29,2020-08-28,1,100,50-57,PMC7457005,7457005,,7457005,10.1177/0022034520954126,PMC 7457005.xml,TRUE,TRUE,10.1177/0022034520954126,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,32858607,32858607,MED,10.1097/scs.0000000000006823,Familial Tuberculum Sellae Meningiomas.,"Zhou P, Wei L, Shi J, Shao N.",J Craniofac Surg,2021,1049-2275; 1536-3732; ,research-article; journal article; case reports,Y,Y,N,Y,N,N,0,Y,Y,N,N,N,2020-08-29,2021-01-01,1,32,e19-e20,PMC7769181,7769181,,7769181,10.1097/SCS.0000000000006823,PMC 7769181.xml,TRUE,FALSE,10.1097/SCS.0000000000006823,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,32859459,32859459,MED,10.1016/j.bjoms.2020.08.016,Use of mouthwashes against COVID-19 in dentistry.,"Vergara-Buenaventura A, Castro-Ruiz C.",Br J Oral Maxillofac Surg,2020,0266-4356; 1532-1940; ,review-article; review; journal article,Y,Y,N,Y,N,N,30,Y,Y,N,Y,N,2020-08-30,2020-08-15,8,58,924-927,PMC7428696,7428696,,7428696,10.1016/j.bjoms.2020.08.016,PMC 7428696.xml,TRUE,FALSE,10.1016/j.bjoms.2020.08.016,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,32862256,32862256,MED,10.1007/s10006-020-00898-9,Alveolar iodine tampon packing after impacted third molar surgery improves oral health-related quality of life and postoperative sequela: a randomized study.,"Lindeboom JA, Tuk JG, Möllenkamp P, van Wijk AJ.",Oral Maxillofac Surg,2021,1865-1550; 1865-1569; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2020-08-31,2020-08-29,2,25,181-190,PMC8121736,8121736,,8121736,10.1007/s10006-020-00898-9,PMC 8121736.xml,TRUE,FALSE,10.1007/s10006-020-00898-9,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,32862519,32862519,MED,10.1111/odi.13470,Innate immune mechanisms to oral pathogens in oral mucosa of HIV-infected individuals.,"Weinberg A, Tugizov S, Pandiyan P, Jin G, Rakshit S, Vyakarnam A, Naglik JR.",Oral Dis,2020,1354-523x; 1601-0825; ,research-article; review; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,Y,N,2020-08-31,2020-09-01,NA,26 Suppl 1,69-79,PMC7570967,7570967,,7570967,10.1111/odi.13470,PMC 7570967.xml,TRUE,FALSE,10.1111/odi.13470,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,32863086,32863086,MED,10.1016/j.ajodo.2020.07.005,Mental distress in orthodontic patients during the coronavirus disease 2019 pandemic.,"Xiong X, Wu Y, Fang X, Sun W, Ding Q, Yi Y, Huang Y, Gong J, Liu J, Wang J.",Am J Orthod Dentofacial Orthop,2020,0889-5406; 1097-6752; ,research-article; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,N,N,2020-08-31,2020-07-10,6,158,824-833.e1,PMC7351383,7351383,,7351383,10.1016/j.ajodo.2020.07.005,PMC 7351383.xml,TRUE,FALSE,10.1016/j.ajodo.2020.07.005,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,32864724,32864724,MED,10.1186/s40510-020-00330-8,Influence of heritability on occlusal traits: a systematic review of studies in twins.,"Santana LG, Flores-Mir C, Iglesias-Linares A, Pithon MM, Marques LS.",Prog Orthod,2020,1723-7785; 2196-1042; ,systematic review; review-article; review; journal article,Y,Y,N,Y,N,Y,1,Y,Y,N,Y,N,2020-08-31,2020-08-31,1,21,29,PMC7456624,7456624,,7456624,10.1186/s40510-020-00330-8,PMC 7456624.xml,TRUE,TRUE,10.1186/s40510-020-00330-8,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,32866050,32866050,MED,10.1177/0022034520952031,Randomized Clinical Trial on Sodium Fluoride with Tricalcium Phosphate.,"Chen KJ, Gao SS, Duangthip D, Lo ECM, Chu CH.",J Dent Res,2021,0022-0345; 1544-0591; ,"research support, non-u.s. gov't; research-article; randomized controlled trial; journal article",Y,Y,N,Y,N,N,2,Y,Y,N,Y,Y,2020-09-02,2020-08-31,1,100,66-73,PMC7754823,7754823,,7754823,10.1177/0022034520952031,PMC 7754823.xml,TRUE,FALSE,10.1177/0022034520952031,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,32867733,32867733,MED,10.1186/s12903-020-01228-x,The success of using 2% lidocaine in pain removal during extraction of mandibular premolars: a prospective clinical study.,"Jamil FA, Asmael HM, Al-Jarsha MY.",BMC Oral Health,2020,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,N,N,2020-09-02,2020-08-31,1,20,239,PMC7457358,7457358,,7457358,10.1186/s12903-020-01228-x,PMC 7457358.xml,TRUE,TRUE,10.1186/s12903-020-01228-x,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
